ID Jugador;ID_Equipo;Partidos_Jugados;Puntos;Asistencias;Reb_Off;Reb_Def;Rebotes;T2%;T3%;T1%;%_Pts_T2;%_Pts_T3;%_Pts_T1;Robos;Perdidas;Tapones;Tapones_Recibidos;Faltas_Cometidas;Faltas_Recibidas;Valoracion_PIR;eFG%;TS%;3PAr;AST_TO_Ratio;PPM;Game_Score;Minutos_Dec;Puntos_totales;Asistencias_totales;Rebotes_totales;Robos_totales;Tapones_totales;Perdidas_totales;Triples_metidos_totales;Tiros_media_distancia_metidos_totales;valoracion_total
5757;MAD, TIV;168;10,32;0,85;1,02;3,21;4,23;53,58;38,33;76,16;47,92;35,64;16,43;0,61;0,98;0,52;0,12;1,51;2,25;11,5;55,18;58,69;0,409;0,86;0,52;7,77;19,82;1733;142;710;102;87;165;206;415;1932
ADI;BAR;164;10,51;2,5;0,2;1,16;1,36;46,46;35,55;87,52;30,09;50,32;19,61;0,44;1,53;0;0,2;1,32;3,05;9,5;50,53;55,92;0,593;1,63;0,48;6,49;21,84;1723;410;223;72;0;251;289;259;1558
4194;ASV, CHL, PAR, ULK, ZAL;170;9,99;1,32;1,73;3,24;4,97;57,18;32,12;66,38;77,13;8,63;14,22;0,42;1,35;0,2;0,48;1,84;2,43;11,46;56,12;58,25;0,117;0,98;0,47;7,6;21,28;1699;225;845;72;34;230;49;655;1948
6433;BAR, DYR, MIL, PAM, ZAL;173;9,78;4,49;0,31;1,57;1,88;45,64;39,17;80,15;35,87;51,97;12,17;0,64;2,03;0,01;0,39;2,32;2,76;9,79;52,59;55,43;0,529;2,21;0,41;6,84;23,97;1691;777;325;111;2;352;293;303;1694
7109;BAR, IST, ZAL;249;6,74;0,79;0,99;2,26;3,25;61,5;36,02;80,65;52,1;34,33;13,57;0,36;0,95;0,11;0,19;2,27;1,43;6,59;58,3;61,32;0,429;0,83;0,38;4,67;17,91;1678;196;809;91;29;236;192;437;1642
2429;DYR, KHI, MAD, MUN, PAN, ZAL;206;8,12;0,96;0,47;1,83;2,3;50,01;38,23;69,5;35,4;57,92;6,69;0,74;0,6;0,05;0,19;2,08;1,08;6,17;54,33;55,48;0,588;1,61;0,36;5,24;22,44;1673;198;473;152;11;123;323;296;1272
7853;OLY;211;7,86;1,57;0,45;1,33;1,78;59,53;31,3;68,92;47,59;31,22;21,11;0,9;0,91;0,06;0,22;1,48;1,95;7,69;53,82;57,68;0,454;1,71;0,46;5,86;17,27;1659;330;375;191;12;193;173;395;1622
5927;DYR, MAD;167;9,87;2,38;2;3,75;5,76;63,47;0;58,72;87,89;0;12,15;1,17;1,58;0,74;0,3;2,55;2,28;14,41;63,42;63,78;0,001;1,51;0,46;9,76;21,41;1648;397;961;196;124;264;0;724;2406
2328;CSK, PAN, ZAL;185;8,8;1,8;0,33;1,63;1,96;50,37;42,68;90,46;31,06;48,3;20,62;0,52;1,26;0,02;0,22;2,3;2,74;8,63;57,88;63,63;0,55;1,43;0,42;5,96;20,91;1628;334;362;97;4;233;262;253;1596
3443;CSK, IST, TEL, ZAL;123;13,2;2,96;0,54;3,07;3,61;50,54;36;75,86;56,89;29,19;13,92;0,88;2,2;0,15;0,32;2,25;2,56;12,04;51,66;54,71;0,324;1,34;0,47;8,54;28,29;1624;364;444;108;19;271;158;462;1481
4159;BAM, MIL, TEL, ULK;152;10,57;2,56;0,39;1,97;2,36;46,29;33,61;78,79;39,6;33,27;27,14;0,95;1,76;0,1;0,63;2,22;3,75;10,16;48,09;54,99;0,435;1,46;0,44;6,99;24,18;1606;389;359;145;15;267;178;318;1545
5844;IST, MCO, PAN, ULK;225;7,11;0,64;1,47;3,16;4,63;64,14;42,46;71,78;82,25;9,61;8,2;0,41;0,89;1,14;0,07;1,77;0,98;10;64,09;65,2;0,105;0,71;0,37;6,74;19,08;1600;143;1042;92;256;200;51;658;2251
7982;MAD, OLY, ZAL;183;8,68;3,2;0,31;1,76;2,07;47,22;37,23;80,76;56,17;28,47;15,35;0,76;1,41;0,03;0,28;2,23;1,82;8,21;49,8;53,57;0,3;2,26;0,4;6,15;21,48;1589;585;379;139;6;259;151;446;1502
4119;ASV, CTU, GAL, IST, MAD, TEL;221;7,17;0,34;1,68;2,67;4,36;63,92;0;53,4;87,1;0;12,87;0,43;0,79;1,08;0,23;1,64;1,52;9,63;63,64;63,26;0,004;0,42;0,4;6,62;17,83;1584;74;963;95;239;175;0;690;2129
11078;BAS, IST, PAM;152;10,35;4,19;0,76;1,47;2,23;54,35;39,17;80,36;46,39;40,03;13,54;1,13;1,57;0,41;0,21;2,12;2;11,91;56,31;59,42;0,444;2,67;0,43;9,07;24,22;1573;637;339;171;63;238;210;365;1811
518;BAS, PAM;171;9,18;1,92;0,67;2,31;2,98;52,32;39,33;80,2;44,36;38,81;16,82;0,46;1,17;0,01;0,27;1,35;2,47;10,15;55,24;59,17;0,437;1,64;0,4;6,74;23,07;1569;328;509;79;1;200;203;348;1736
CHX;BAS, DAR, IST, LIE, RED;184;8,41;1,11;1,07;2,16;3,23;50,78;31,02;75,69;55,59;24,05;20,36;0,45;1,04;0,22;0,35;2,22;2,59;8,09;49,42;54,1;0,321;1,07;0,42;5,5;20,13;1547;205;595;82;41;192;124;430;1488
7975;MUN, ZAL;109;14,12;4,9;0,47;1,99;2,46;48,07;36,42;78,49;28,49;47,98;23,57;0,88;2,39;0,24;0,36;1,81;4,49;15,5;51,99;57,63;0,597;2,05;0,58;10,48;24,49;1539;534;268;96;26;261;246;219;1689
4088;IST, PAN;176;8,73;0,89;0,68;2,33;3,01;51,37;36,87;77,09;38,24;41;20,76;0,64;0,69;0,13;0,26;2,07;2,09;8,31;53,33;58,05;0,499;1,3;0,42;6,14;20,58;1537;157;529;113;23;121;210;294;1462
LCZ;MCO, RED, SOP;184;8,35;0,83;1,19;2,49;3,68;61,59;33,8;56,25;69,97;15,5;14,57;0,4;1,01;0,22;0,16;1,88;2,76;9,6;59,28;59,89;0,212;0,83;0,48;6,07;17,55;1537;153;678;74;41;185;79;538;1766
2939;BAR;207;7,37;4,29;0,73;2,74;3,47;52,22;41,09;76,48;46,69;37,18;16,11;0,86;1,5;0,15;0,17;2,15;2,13;11,21;56,02;59,43;0,403;2,85;0,31;7,36;23,82;1525;888;719;179;31;311;189;356;2321
JUJ;BAR, BAS;192;7,92;4,18;0,41;1,55;1,96;49,21;38,75;87,98;49,46;35,12;15,4;0,56;2;0,02;0,29;1,59;2,04;9,17;52,56;56,72;0,375;2,1;0,37;6,17;21,34;1520;803;377;107;4;383;178;376;1760
4007;RED, VIR;233;6,52;0,77;0,56;1,23;1,78;52,12;37,09;77,82;40,92;48,5;10,53;0,6;0,7;0,06;0,14;1,36;1,11;5,43;53,97;56,3;0,526;1,1;0,4;4,31;16,14;1520;180;415;140;15;163;246;311;1266
AQU;BAS, MAD, MIL, OLY, PAN;161;9,42;1,12;1,51;4,48;5,99;53,76;33,35;77;58,3;15,83;25,86;0,56;1,51;0,73;0,27;2,26;3,15;12,85;52,92;58,95;0,226;0,74;0,48;7,65;19,5;1516;180;964;90;118;243;80;442;2069
LHI;CSK, UNK;252;5,98;1,08;0,95;2,36;3,3;52,09;40,53;71,33;37,43;52,8;9,75;0,47;0,6;0,43;0,09;1,77;0,91;6,9;56,85;58,57;0,547;1,78;0,33;5,02;18,2;1506;271;833;119;108;152;265;282;1738
7866;MIL, PAN;214;7,04;0,68;1,44;2,58;4,02;56,07;32,07;72,42;61,8;22,98;15,33;0,6;0,77;0,25;0,23;1,73;1,42;7,99;53,66;56,62;0,302;0,88;0,4;5,63;17,72;1506;145;861;127;53;165;115;465;1711
12080;ASV, BAS, MIL;113;13,26;1,84;0,66;2,52;3,18;50,82;38,14;86,56;43,42;37,87;18,78;0,78;1,97;0,11;0,43;2,63;2,65;10,89;53,61;58,58;0,437;0,94;0,53;8,23;25,12;1498;208;359;88;12;222;189;325;1230
3120;DYR, MIL, PAN, ZAL;173;8,64;0,48;2;2,73;4,73;61,1;29,68;69,64;65,79;0,59;33,58;0,46;0,85;0,79;0,35;2,39;3,34;11,74;60,9;66,03;0,012;0,57;0,46;7,75;18,81;1495;84;818;79;137;147;3;492;2031
1274;TEL;136;10,92;1,55;1,05;4,18;5,23;50,75;36,95;84,76;44,57;43,44;11,99;0,69;1,29;0,53;0,34;2,73;1,79;11,04;52,95;55,98;0,472;1,19;0,38;7,83;28,43;1485;210;711;94;72;176;215;331;1502
5938;DAR, IST, KHI, ZAL;223;6,65;1;0,69;2,4;3,09;49,45;36,39;77,14;42,79;43,77;13,49;0,49;0,72;0,22;0,2;1,55;1,22;6,78;51,92;54,91;0,481;1,39;0,36;4,82;18,27;1482;222;689;109;50;160;216;317;1512
12201;BAS, MCO, RED;118;12,48;1,68;1,86;4,08;5,93;61,66;32,06;78,76;52,7;18,57;28,74;0,91;1,74;0,37;0,41;2,01;4,02;16,6;57,44;64,03;0,311;0,97;0,5;10,63;24,71;1472;199;700;108;44;205;91;388;1959
11194;DUB, IST, OLY, RED;148;9,94;1,04;1,12;3,04;4,16;58,82;32,67;74,01;63,62;11;25,35;0,49;1,01;0,48;0,32;1,86;2,89;11,95;57,13;62,2;0,172;1,03;0,52;7,94;19,3;1471;153;616;72;71;149;54;468;1769
11219;TEL;161;9,1;0,93;1,52;1,89;3,4;59,39;33,42;77,8;67,52;16,21;16,3;0,42;0,94;0,57;0,29;1,99;1,78;9,5;57,34;60,81;0,221;1;0,5;7,08;18,11;1466;150;548;68;93;151;79;495;1529
9783;TEL, ULK;158;9,28;0,61;1,27;3,09;4,35;53,73;39,93;78,84;48,56;37,43;13,99;0,93;0,65;0,42;0,15;1,79;1,69;10,67;56,25;59,36;0,409;0,94;0,41;7,64;22,47;1466;96;688;147;66;102;183;356;1686
4554;DAR, IST, TEL, VIR;171;8,49;0,57;1,93;2,53;4,46;64,54;0;68,02;84,59;0;15,36;0,37;0,97;0,61;0,37;1,53;1,92;10,96;64,48;66,19;0,001;0,59;0,47;7,5;18,1;1451;97;762;63;105;166;0;614;1874
3526;ASV, CTU, NTR;206;7,03;1,39;0,61;1,6;2,21;50,02;37,76;76,2;51,67;34,25;14,22;0,67;1,01;0,07;0,19;1,98;1,76;6,5;52,47;55,5;0,369;1,38;0,33;4,72;21,2;1449;287;455;138;15;208;165;374;1339
5856;DYR, MAL, MCO, PAM;180;8,04;1,17;1,46;2,79;4,25;59,12;33,56;81,96;59,16;23;17,84;0,67;0,64;0,12;0,24;1,38;1,96;10,78;56,37;60,64;0,314;1,83;0,32;7,25;25,09;1447;211;765;120;21;115;111;428;1940
2008;DYR, MAL, MIL, OLY, ZAL;186;7,68;0,69;1,26;1,56;2,82;53,71;35,76;79,87;52,62;28,14;19,23;0,53;0,92;0,18;0,35;1,34;1,93;7,81;53,69;58,27;0,349;0,75;0,48;5,61;16,17;1429;129;525;98;34;172;134;376;1452
46;BAM, CSK, NIK, OLY, ZAL;180;7,89;2,32;0,18;1,43;1,61;52,93;41;89,06;36,3;47,09;16,61;0,6;0,97;0,03;0,13;1,8;1,55;7,87;57,46;61,9;0,528;2,38;0,39;5,99;20,12;1421;417;290;108;5;175;223;258;1417
JKO;PAN;154;9,21;5,53;0,41;2,53;2,94;50,12;35,16;81,37;23,55;50,57;25,87;1,27;2,57;0,27;0,18;2,23;3,94;13,68;51,87;58,53;0,671;2,15;0,32;8,34;28,66;1418;851;453;195;42;396;239;167;2106
10391;IST, MUN;198;7,09;3,22;1;2,59;3,58;47,06;36,66;79,03;32,6;53,91;13,47;1,09;1,23;0,15;0,17;2,42;1,68;9,23;51,71;54,85;0,586;2,63;0,28;6,54;25,4;1403;638;709;215;30;243;252;229;1828
3733;MAD, PAM;246;5,69;1,58;0,53;1,87;2,4;48,39;41,06;79,05;39,44;48,06;12,5;0,44;0,76;0,01;0,13;1,65;1;5,89;54,84;57,65;0,489;2,07;0,32;4,31;17,67;1399;388;590;108;2;187;224;276;1449
8989;BAS, CSK, MUN, TEL;150;9,22;1,23;0,28;1,99;2,27;44,88;37,36;81,63;32,73;50,5;16,77;0,63;1,19;0,11;0,39;2,09;1,76;6,75;51,05;55,22;0,553;1,03;0,48;5,38;19,22;1383;184;340;95;17;179;233;226;1013
4508;MUN;149;9,27;1,19;0,23;1,33;1,56;46,74;39,76;85,93;17,13;74,1;8,83;0,37;0,95;0,03;0,22;1,46;1,35;6,63;56,71;58,85;0,772;1,26;0,47;5,48;19,58;1381;177;233;55;4;141;341;118;988
1324;ULK;156;8,77;2,33;0,42;1,65;2,07;48,79;41,65;89,01;27,16;62,9;9,95;0,68;1,27;0,02;0,2;1,81;1,8;8,46;57,6;60,17;0,644;1,83;0,46;6,26;19,06;1369;364;323;107;3;199;287;186;1320
2553;BAM, RED;197;6,89;1,52;1,47;2,46;3,93;58,6;21,08;67,59;74,97;4,84;20,12;0,5;1,28;0,21;0,34;1,99;2,1;8,63;55,71;59,01;0,107;1,19;0,39;5,65;17,89;1357;300;774;98;42;252;22;509;1701
LEM;BAM, BER, CIB, LIE, MIL, MUN;234;5,76;0,72;0,89;1,79;2,69;51,83;27,19;71,61;78,06;3,57;18,34;0,38;1,05;0,3;0,18;1,82;1,62;5,73;51,22;54,98;0,055;0,69;0,34;3,79;16,74;1347;168;629;89;71;245;16;526;1340
KRH;BAR, IST, OLY, PAN, RED;177;7,59;1,07;0,46;2,33;2,79;43,53;36,85;76,02;44,41;39,27;16,29;0,62;0,95;0,16;0,27;1,93;1,86;6,64;48,35;52,1;0,411;1,13;0,38;4,68;19,72;1343;190;493;109;28;168;176;298;1175
11205;MIL, ULK;159;8,45;2,47;0,65;1,86;2,51;50,13;35;83,06;43,52;40,49;16,08;0,66;1,4;0,12;0,19;2,07;2,16;8,48;51,25;55,26;0,47;1,76;0,33;5,94;25,77;1343;393;399;105;20;223;181;292;1349
11196;BAS, MCO, OLY;186;7,21;0,54;1,8;3,02;4,81;74,6;0;70,11;79,78;0;20,22;0,5;0,54;0,88;0,13;1,9;1,92;11,67;73,97;75,06;0,008;1;0,41;7,75;17,42;1341;100;895;94;163;100;0;535;2170
10357;ASV, MAD;124;10,78;1,26;1,07;3,37;4,44;57,26;41,12;76,99;46,49;37,46;15,99;0,87;1,28;0,34;0,25;1,69;2,26;12,42;59,15;62,42;0,428;0,98;0,43;8,56;25,16;1337;156;551;108;42;159;167;311;1540
4761;BAS, PAM, PAR;179;7,46;0,95;0,37;1,18;1,56;50,9;37,04;79,65;30,09;58,06;11,76;0,39;0,71;0,03;0,23;1,78;1,22;5,13;53,88;56,63;0,639;1,34;0,39;4,4;19,38;1336;170;279;70;5;127;259;201;919
10781;CSK, PAR, TEL, VIR;145;9,18;2,38;0,46;1,75;2,21;53,05;33,96;78,84;44,3;40,48;15,15;0,77;1,3;0,03;0,21;1,7;2,15;8,93;52,02;55,59;0,488;1,83;0,43;6,43;21,52;1332;345;321;112;4;189;180;295;1295
10612;OLY, RED, UNK;139;9,58;1,24;0,27;1,04;1,32;46,01;40,18;83,66;24,76;62,2;13,07;0,66;1,07;0,07;0,25;2,15;1,47;6,29;55,39;58,56;0,657;1,17;0,46;5,65;20,74;1332;173;183;92;10;148;276;165;874
7;BER, MUN, ROM;153;8,7;2,14;0,59;2;2,6;51,21;31,9;80,4;53,95;29,97;16,06;0,92;1,63;0,08;0,35;2,05;2,08;8,05;49,96;53,89;0,373;1,31;0,39;5,77;22,36;1331;327;397;141;12;250;133;359;1231
8811;ASV, OLY;181;7,33;1,88;1,7;2,87;4,56;72,83;0;53,25;82,47;0;17,51;0,38;1,23;0,96;0,16;2,07;2,78;12,17;72,83;70,34;0;1,53;0,34;7,54;21,25;1326;340;826;68;173;222;0;547;2203
2742;PAM;113;11,73;1,72;1,86;3,54;5,4;55,54;38,22;83,07;50,51;31,66;17,81;0,69;1,79;0,16;0,36;1,78;3,46;14,42;56,22;60,6;0,378;0,96;0,52;9,11;22,47;1326;194;610;78;18;202;140;335;1630
2821;PAR, ULK;108;12,26;3,08;0,57;2,73;3,31;45,9;37,59;80,08;38,67;44,63;16,7;1,07;2,04;0,31;0,45;2,24;3,28;12,23;50,98;55,02;0,484;1,51;0,43;8,46;28,23;1324;333;357;116;33;220;197;256;1321
11286;DUB, MCO, PAN;85;15,55;1,84;0,6;2,96;3,56;45,84;33,61;79,99;50,98;28,83;20,21;0,84;1,58;0,11;0,38;2,52;3,41;12,41;47,4;52,46;0,34;1,17;0,55;9,18;28,45;1322;156;303;71;9;134;127;337;1055
6568;ASV, BAR, BAS;200;6,6;0,23;1,8;2,65;4,46;65,36;0;64,69;80,9;0;19,11;0,26;1,09;0,42;0,14;2,12;2,15;8,66;65,36;66,77;0;0,21;0,47;5,37;14,17;1320;46;891;53;84;219;0;534;1732
6477;BAM, MUN, OLY, ZAL;143;9,15;1,01;1,5;2,73;4,23;53,83;35,55;82,44;63,91;9,37;26,72;0,63;1,08;0,29;0,2;2,38;2,94;11,06;53,76;60,67;0,129;0,93;0,43;7,24;21,14;1309;144;605;90;42;154;41;418;1581
3067;BES, MIL, PAR, ULK, UNK;133;9,74;2,4;0,27;1,74;2,01;48,48;35,29;77,83;42,32;43,09;14,6;0,68;1,49;0,07;0,34;1,45;2,51;8,98;50,63;54;0,483;1,61;0,44;6,27;22,25;1295;319;268;91;10;198;186;274;1194
1557;BER, MUN, ZAL;218;5,91;0,8;0,73;1,45;2,18;51,3;41,96;82,19;43,78;43,24;12,94;0,55;0,75;0,15;0,17;2,02;1,08;5,15;56,49;59,56;0,446;1,07;0,36;4,11;16,61;1289;175;475;120;32;164;186;282;1123
7519;BAR, TEL, ZAL;193;6,65;2,74;0,43;1,39;1,83;51,92;39,76;77,35;60,91;24,04;14,95;0,42;1,5;0,04;0,19;1,39;1,74;7,36;53,89;57,26;0,256;1,83;0,4;4,92;16,7;1283;529;353;81;7;289;103;391;1421
5789;BAR;159;8,04;0,71;0,58;1,25;1,83;51,61;44,74;91,05;30,21;56,02;13,75;0,58;0,57;0,06;0,11;1,31;1,36;7,49;60,72;64,39;0,588;1,23;0,43;5,9;18,7;1279;112;291;93;10;91;239;193;1191
4178;BAR, KHI, MUN;155;8,25;1,85;0,19;1,26;1,46;46,6;46,19;90,11;30,67;57,97;11,42;0,41;1,02;0,02;0,17;1,57;1,67;7,48;59,3;62,26;0,56;1,8;0,43;5,62;19,14;1279;286;226;63;4;159;247;196;1159
12640;PRS;75;16,97;2,53;0,4;1,79;2,19;47,97;34,66;84,78;35,05;43,11;21,84;0,78;1,92;0,01;0,41;1,85;4,21;14,01;50,1;55,97;0,532;1,32;0,8;10,32;21,1;1273;190;164;58;1;144;183;223;1051
5838;BAM, DAR, ULK;94;13,51;4,18;0,46;2,75;3,21;47,45;36,21;84,48;45,49;29,25;25,21;1,39;2,27;0,09;0,69;2,59;4,39;14,87;49,92;56,83;0,36;1,84;0,46;10,16;29,54;1270;393;302;131;8;213;124;289;1398
11199;MIL, TEL, ZAL;136;9,32;0,59;2,52;3,73;6,26;66,05;0;66,55;78,91;0;21,07;0,48;1,01;0,77;0,27;1,84;2,29;13,69;65,78;67,65;0,004;0,59;0,42;9,06;22,36;1267;80;851;65;105;137;0;500;1862
LLH;CSK, DYR, KHI;209;6,03;0,96;0,44;1,11;1,55;47,82;42,57;83,9;35,65;47,13;17,21;0,54;0,76;0,1;0,2;2,07;1,27;4,78;55,8;60,09;0,497;1,27;0,42;3,97;14,24;1261;201;325;112;21;158;198;225;999
12720;BER, PAR;100;12,55;2,26;0,65;2,38;3,03;51,9;40,36;91,97;41,11;48,02;10,85;0,82;1,81;0,18;0,56;2;1,49;10,48;56,22;59,2;0,5;1,25;0,48;8,46;26,16;1255;226;303;82;18;181;201;258;1048
3367;BAR, KHI, PAN, TEL;112;11,17;4,15;0,26;1,48;1,74;43,01;33,93;85,56;41,73;37,84;20,38;0,81;2,09;0,08;0,61;2,07;3,35;10,32;46,43;51,99;0,434;1,99;0,46;7,3;24,13;1251;465;195;91;9;234;158;261;1156
556;BAR, PAM, TIV;213;5,86;1,11;0,89;2,63;3,52;55,21;38,47;81,32;43,4;40,3;16,26;0,73;0,9;0,26;0,14;1,82;1,39;7,51;56,38;60,22;0,47;1,24;0,29;5,03;20,34;1249;237;749;155;56;191;168;271;1600
5775;DYR, MIL, RED;120;10,38;2,02;0,23;1,78;2,01;48,81;40,13;86,08;24,38;59,27;16,31;0,51;1,18;0,02;0,28;1,57;2,25;9,49;56,36;60,57;0,664;1,71;0,48;7,03;21,75;1245;243;241;61;3;142;246;152;1139
3608;OLY, PAN;143;8,69;1,48;0,66;2,47;3,13;56,16;42,63;79;44,56;43,92;11,5;0,52;0,88;0,17;0,2;1,49;1,46;9,38;59,77;62,18;0,464;1,68;0,41;6,77;21,2;1243;211;448;74;25;126;182;277;1341
2968;BAR, DUB, GAL, IST, ULK;210;5,87;0,6;0,86;1,52;2,38;60,87;33,26;80,34;58,91;25,17;15,97;0,26;0,72;0,4;0,21;2,35;1,12;5,02;57,11;60,71;0,343;0,83;0,44;3,99;13,29;1232;126;500;54;84;151;103;363;1054
AUO;CSK, IST;100;12,27;0,9;1,44;2,99;4,43;57,81;67,01;74,98;71,89;0,96;27,13;0,35;1,12;0,58;0,27;1,76;4,24;15,27;58,13;63,63;0,008;0,8;0,56;9,69;22,11;1227;90;443;35;58;112;4;441;1527
9035;CSK, OLY, RED;204;6,01;0,48;1,73;2,53;4,27;62,36;33,87;74,25;71,28;11,27;17,51;0,44;0,8;0,52;0,2;1,73;1,57;8,46;60,48;63,6;0,163;0,6;0,36;5,56;16,64;1227;97;870;90;105;163;46;437;1727
JLX;CSK;238;5,15;1,05;0,99;2,33;3,31;55,83;38,81;83,62;43,19;35,04;21,77;0,58;0,75;0,31;0,19;2,07;1,32;6,66;56,87;62,32;0,438;1,39;0,27;4,61;18,99;1226;249;789;138;75;180;143;265;1585
9048;BAS, RED;113;10,81;6,49;0,68;3,34;4,02;53,06;31,41;66,44;55,51;33,15;11,37;0,86;2,5;0,04;0,53;2,33;2,44;13,42;50,67;52,62;0,402;2,59;0,38;9,1;28,72;1222;733;454;97;5;283;135;339;1516
11225;ASV, MCO, PAN;128;9,53;3,72;0,2;1,46;1,66;41,83;34,5;86,22;30,52;49,98;19,59;1,27;1,56;0,01;0,3;1,97;2,58;9,59;47,49;52,77;0,57;2,38;0,39;7,08;24,16;1220;476;213;162;1;200;203;186;1228
4165;BAS, IST, SIE, TIV;152;8,01;1,57;0,33;1,54;1,87;46,49;37,01;80,84;27,27;64,31;8,37;0,68;0,96;0,09;0,12;1,94;1,23;6,1;52,48;54,46;0,664;1,63;0,36;4,98;22,36;1217;238;285;104;14;146;261;166;927
11157;HTA, ULK;107;11,34;1,21;1,85;2,14;3,99;64,01;41,36;70,29;73,02;5,92;21,03;0,34;1,71;0,25;0,36;2,87;3,59;12,12;63,86;66,69;0,077;0,7;0,6;8,21;18,92;1213;129;427;36;27;183;24;443;1297
6961;ULK;158;7,57;0,91;0,58;1,75;2,33;50,05;42,28;86,27;33,8;57,68;8,52;0,37;0,93;0,08;0,15;1,86;0,73;5,68;57,72;59,81;0,574;0,98;0,43;4,74;17,65;1196;144;368;58;12;147;230;202;897
3514;BAS, IST, KHI, MAL, MIL, ZAL;152;7,86;1,03;0,81;1,42;2,23;51,02;30,06;73,67;49,91;30,45;19,68;0,68;1,04;0,06;0,42;1,91;2,53;6,71;48,59;52,94;0,408;0,99;0,41;4,82;19,06;1194;156;339;103;10;158;121;298;1020
7990;TEL;250;4,74;1,09;0,5;1,08;1,58;42,07;38,09;91,18;17,49;64,88;17,47;0,68;0,42;0,02;0,1;1,95;1,42;4,75;53,1;58,14;0,732;2,59;0,34;3,64;14,03;1186;272;396;170;5;105;256;104;1188
11231;MCO;160;7,38;0,45;1,18;2,44;3,62;63,22;28,79;63;62,48;25,43;12,11;0,39;0,46;0,16;0,11;2,01;1,72;7,72;55,74;57,26;0,373;0,98;0,35;5,39;21,29;1181;73;579;63;26;74;100;369;1236
5014;KHI, MIL, OLY, RED;194;5,99;1,6;0,4;1,4;1,79;46,15;40,64;80,85;44,9;42,77;12,31;1,15;0,79;0,13;0,3;2,6;1,16;5,15;52,35;55,29;0,419;2,02;0,28;4,52;21,35;1163;311;348;224;25;154;166;261;999
6599;IST, MCO, PAM, ZAL;164;7,07;0,46;0,83;1,46;2,29;54,61;42,6;79,99;54,81;32,61;12,59;0,35;0,72;0,06;0,35;1,24;0,98;6,04;57,74;60,51;0,337;0,65;0,45;4,84;15,61;1160;76;376;58;9;118;126;318;990
4425;IST, RED, TIV;107;10,81;1,71;1,34;3,19;4,53;51,72;31,65;72,15;70,76;11,92;17,29;0,87;1,35;0,41;0,34;1,62;2,59;12,38;51,06;54,64;0,155;1,27;0,42;8,35;25,46;1156;183;485;93;44;144;46;409;1325
KOD;IST, MUN, PAM;108;10,69;1,35;1,33;3,07;4,4;45,67;35,1;78,97;49,51;31,91;18,53;0,84;1,35;0,25;0,65;1,65;2,93;11,04;48,18;52,73;0,359;1;0,43;7,48;25,05;1155;146;475;91;27;146;123;286;1192
11193;BER, TEL;162;7,12;4,91;0,27;1,36;1,62;41,92;37,15;88,83;13,17;74,92;11,85;0,36;2,13;0;0,08;1,1;1,33;8,26;53,11;56,3;0,811;2,3;0,37;5,66;19,33;1153;796;263;58;0;346;288;76;1339
4903;MIL, TEL, ULK;74;15,49;2,19;0,34;2,07;2,4;52,03;41,12;86,44;46,95;41,88;11,17;0,6;1,43;0,11;0,26;1,8;2,77;13,35;56,18;59;0,429;1,53;0,55;10,03;28,37;1146;162;178;44;8;106;160;269;988
2972;BAS, NOV, OLY, RED, SIE, TEL;105;10,88;4,17;0,37;1,19;1,56;49,79;43,31;89,56;45,31;39,67;15,03;0,52;1,71;0,03;0,21;1,93;2,43;11,18;55,89;59,94;0,402;2,43;0,49;8,17;22;1143;438;164;54;3;180;151;259;1174
6555;PAN, RED, TEL, ZAL;124;9,18;3,1;0,35;2,05;2,4;52,92;35,64;68,96;64,73;26,61;8,73;0,68;1,25;0,06;0,38;1,98;1,67;9;53,08;54,58;0,289;2,48;0,44;6,73;20,65;1138;384;297;85;7;155;101;368;1116
10444;BAS, PAM;134;8,45;1,3;1,28;2,98;4,27;63,14;35,17;65,78;46,83;40,64;12,62;0,55;0,94;0,78;0,22;2,35;1,78;9,79;57,85;59,49;0,509;1,38;0,42;6,91;19,91;1132;174;572;73;104;126;153;265;1312
11218;OLY, TEL, ZAL;85;13,27;3,65;0,41;2,28;2,69;52,94;41,66;87,1;38,3;41,23;20,46;1,15;1,83;0,13;0,45;2,38;3,76;14,77;57,5;62,9;0,477;1,99;0,51;10,42;26,01;1128;310;229;98;11;156;155;216;1256
6589;BER, OLY;143;7,85;3,63;1,72;3,7;5,42;54,28;35,56;72,37;60,93;22,41;16,56;0,92;2,05;0,26;0,28;2,3;2,84;12,7;54,03;57,34;0,272;1,77;0,35;7,59;22,18;1122;519;775;131;37;293;84;342;1816
JXX;PAN, RED, TEL;126;8,83;0,98;1,11;1,67;2,79;58,06;0;59,61;75,7;0;24,28;0,53;2,06;0,36;0,46;2,92;3,96;8,13;58,06;60,16;0;0,48;0,59;5,07;15,05;1112;124;351;67;45;260;0;421;1025
8099;ASV, MCO;192;5,78;2,19;0,25;0,81;1,06;45,99;36,68;82,45;32,07;45,39;22,49;0,44;1,14;0,01;0,14;1,75;1,99;5,57;50,88;56,74;0,542;1,91;0,34;3,87;16,9;1110;420;204;85;2;220;168;178;1070
2014;MUN, SIE, ULK;84;13,04;2,51;1,01;1,59;2,61;58,51;37,36;81,2;62,84;16,17;21;1,55;1,55;0,04;0,57;2,13;3,05;13,82;57,98;62,89;0,212;1,63;0,5;10,6;26,01;1095;211;219;130;3;130;59;344;1161
